Transaction ID,Date,Account Number,Bank Name,Bank Statement Amount,Book Records Amount,Match Status,Break Reason
TXN-002148,2028-11-17,ACCT-497745,Wells Fargo,68.54032,63.030598,Break,Missing in Books
TXN-007969,2044-10-25,ACCT-695209,Wells Fargo,-3.981591,-4.0538697,Break,Amount Mismatch
TXN-006551,2040-12-07,ACCT-203881,Bank of America,-3.9827464,-4.0478783,Break,Timing Difference
TXN-007643,2043-12-04,ACCT-989520,Wells Fargo,-4.005602,-4.097607,Match,
TXN-006164,2039-11-16,ACCT-624090,Citibank,-4.0055137,-4.096836,Break,Amount Mismatch
TXN-001495,2027-02-03,ACCT-449841,HSBC,364.72205,224.29976,Match,
TXN-007696,2044-01-26,ACCT-405223,Citibank,-3.2762465,-1.926756,Break,Bank Error
TXN-007094,2042-06-03,ACCT-727348,HSBC,1054.0865,851.1291,Match,
TXN-001409,2026-11-09,ACCT-738384,Chase,-3.9563634,-4.0736356,Match,
TXN-006691,2041-04-26,ACCT-532761,HSBC,1641.4961,1582.4677,Break,Duplicate Entry
TXN-003401,2032-04-23,ACCT-282431,Citibank,-4.005273,-4.0971813,Break,Amount Mismatch
TXN-000109,2023-04-19,ACCT-164000,Bank of America,-4.001196,-4.075412,Match,
TXN-005636,2038-06-06,ACCT-913612,Chase,-4.0056353,-4.0976343,Break,Amount Mismatch
TXN-008482,2046-03-22,ACCT-551971,Citibank,-4.0051327,-4.095009,Break,Timing Difference
TXN-006604,2041-01-29,ACCT-208018,Citibank,-3.9274025,-3.9627185,Break,Fraudulent/Unauthorized
TXN-001091,2025-12-26,ACCT-738267,Chase,-3.8522766,-3.7274463,Match,
TXN-005560,2038-03-22,ACCT-334069,HSBC,179.11513,259.306,Break,Amount Mismatch
TXN-009412,2048-10-07,ACCT-679798,Bank of America,-4.004317,-4.0962033,Match,
TXN-008143,2045-04-17,ACCT-523166,Chase,2172.5137,2398.984,Match,
TXN-008664,2046-09-20,ACCT-795667,Bank of America,-4.005636,-4.097636,Match,
TXN-006596,2041-01-21,ACCT-776737,Citibank,-4.0055084,-4.0973606,Break,Duplicate Entry
TXN-000624,2024-09-15,ACCT-243655,Bank of America,-3.9942517,-4.05964,Break,Fraudulent/Unauthorized
TXN-006871,2041-10-23,ACCT-206685,HSBC,-3.5827703,-2.989647,Break,Fraudulent/Unauthorized
TXN-004814,2036-03-06,ACCT-305394,Chase,-4.00461,-4.0965056,Match,
TXN-006553,2040-12-09,ACCT-780404,Bank of America,-4.0027223,-4.0953074,Match,
TXN-007530,2043-08-13,ACCT-072203,Wells Fargo,-3.9858766,-4.081517,Break,Amount Mismatch
TXN-005796,2038-11-13,ACCT-587282,Chase,795.1744,668.23785,Match,
TXN-007437,2043-05-12,ACCT-614295,HSBC,2040.5618,1807.7275,Break,Timing Difference
TXN-004218,2034-07-19,ACCT-605263,Citibank,1083.9072,1014.20575,Match,
TXN-005941,2039-04-07,ACCT-472772,Chase,1900.5127,1828.2192,Break,Bank Error
TXN-008501,2046-04-10,ACCT-931453,Bank of America,-4.0056353,-4.097635,Break,Bank Error
TXN-006429,2040-08-07,ACCT-675717,Citibank,-4.0026875,-4.090834,Break,Missing in Bank
TXN-006827,2041-09-09,ACCT-786911,Chase,2643.1304,2434.526,Match,
TXN-004131,2034-04-23,ACCT-051726,Citibank,34.5289,148.85696,Break,Missing in Bank
TXN-007802,2044-05-11,ACCT-918216,Chase,-2.949442,-0.4505109,Break,Duplicate Entry
TXN-007754,2044-03-24,ACCT-589039,Chase,472.18707,1126.437,Break,Fraudulent/Unauthorized
TXN-004722,2035-12-05,ACCT-507087,Citibank,-3.984878,-4.031051,Break,Duplicate Entry
TXN-001651,2027-07-09,ACCT-583352,Bank of America,-4.005636,-4.097636,Match,
TXN-004141,2034-05-03,ACCT-438980,Citibank,-4.005635,-4.097635,Match,
TXN-001618,2027-06-06,ACCT-904991,Chase,-1.438192,-0.30323043,Break,Duplicate Entry
TXN-002030,2028-07-22,ACCT-705540,Citibank,244.26923,384.61893,Match,
TXN-008518,2046-04-27,ACCT-937900,Bank of America,-4.0056357,-4.0976353,Break,Fraudulent/Unauthorized
TXN-004576,2035-07-12,ACCT-479596,Bank of America,-4.0056276,-4.097616,Break,Timing Difference
TXN-003993,2033-12-06,ACCT-644751,Citibank,-1.6760148,6.1603327,Break,Fraudulent/Unauthorized
TXN-007377,2043-03-13,ACCT-129634,HSBC,17.374962,64.044014,Break,Missing in Books
TXN-006150,2039-11-02,ACCT-402130,Chase,0.50427043,1.1030873,Match,
TXN-004909,2036-06-09,ACCT-495567,Citibank,-4.0054493,-4.097476,Match,
TXN-005027,2036-10-05,ACCT-334093,HSBC,2810.8477,2716.6729,Match,
TXN-008261,2045-08-13,ACCT-246614,Bank of America,-3.961317,-3.9808068,Break,Missing in Books
TXN-004732,2035-12-15,ACCT-974342,Citibank,-3.3749268,-3.3893723,Match,
TXN-007549,2043-09-01,ACCT-013629,Citibank,731.79803,1296.0637,Break,Duplicate Entry
TXN-008135,2045-04-09,ACCT-334659,Bank of America,-4.000751,-4.0876403,Break,Missing in Books
TXN-001607,2027-05-26,ACCT-751147,Chase,1107.9146,1271.0543,Break,Missing in Bank
TXN-004774,2036-01-26,ACCT-963032,HSBC,2537.4214,2446.974,Match,
TXN-008110,2045-03-15,ACCT-341384,Citibank,-3.9504077,-3.9239407,Break,Amount Mismatch
TXN-006952,2042-01-12,ACCT-250438,Citibank,-4.001619,-4.0864744,Break,Missing in Books
TXN-006005,2039-06-10,ACCT-539965,Wells Fargo,-4.0056357,-4.0976353,Break,Timing Difference
TXN-007729,2044-02-28,ACCT-033041,Chase,320.01047,884.7778,Break,Missing in Books
TXN-003542,2032-09-11,ACCT-009817,Wells Fargo,-3.9845464,-4.072907,Break,Bank Error
TXN-000389,2024-01-24,ACCT-236899,Bank of America,-4.005636,-4.097636,Match,
TXN-001795,2027-11-30,ACCT-871268,Wells Fargo,-4.005403,-4.096824,Break,Duplicate Entry
TXN-008732,2046-11-27,ACCT-764741,Wells Fargo,2296.9397,1983.9691,Break,Amount Mismatch
TXN-004920,2036-06-20,ACCT-430962,Bank of America,-4.0052323,-4.097239,Match,
TXN-005538,2038-02-28,ACCT-450672,Citibank,218.33783,590.75635,Break,Missing in Bank
TXN-003873,2033-08-08,ACCT-327114,Citibank,-3.9629977,-4.0361066,Match,
TXN-008869,2047-04-13,ACCT-176291,Wells Fargo,-4.0054755,-4.097448,Match,
TXN-002255,2029-03-04,ACCT-170775,Citibank,-3.9742377,-3.9758065,Break,Timing Difference
TXN-003413,2032-05-05,ACCT-497046,Citibank,-4.004125,-4.0960608,Match,
TXN-005460,2037-12-12,ACCT-155942,Citibank,-0.43180218,-2.439691,Match,
TXN-004956,2036-07-26,ACCT-864512,Chase,-3.979088,-4.0769014,Match,
TXN-007397,2043-04-02,ACCT-453962,Bank of America,-3.6206665,-3.411308,Match,
TXN-005415,2037-10-28,ACCT-500972,Chase,-4.0055485,-4.097598,Match,
TXN-007400,2043-04-05,ACCT-441944,HSBC,-3.2846768,-3.4905143,Match,
TXN-007415,2043-04-20,ACCT-020748,Citibank,22.43865,22.955055,Match,
TXN-009101,2047-12-01,ACCT-221585,HSBC,-4.005634,-4.0976315,Break,Duplicate Entry
TXN-004852,2036-04-13,ACCT-924225,Chase,-3.9264815,-4.0709023,Match,
TXN-002026,2028-07-18,ACCT-945717,Citibank,146.93634,132.56685,Break,Duplicate Entry
TXN-002616,2030-02-28,ACCT-353581,Bank of America,-4.005636,-4.097636,Match,
TXN-007389,2043-03-25,ACCT-386214,Chase,2447.8425,2484.8176,Match,
TXN-002927,2031-01-05,ACCT-000787,Bank of America,-4.005636,-4.097636,Break,Amount Mismatch
TXN-001122,2026-01-26,ACCT-203827,HSBC,-3.8586252,-3.7419944,Break,Timing Difference
TXN-002911,2030-12-20,ACCT-152570,Chase,-3.9626353,-3.9755132,Break,Bank Error
TXN-008147,2045-04-21,ACCT-514444,Chase,78.987915,108.27834,Break,Timing Difference
TXN-007384,2043-03-20,ACCT-627138,HSBC,651.93964,563.88525,Break,Fraudulent/Unauthorized
TXN-003483,2032-07-14,ACCT-177121,Bank of America,-4.0056214,-4.0976014,Break,Bank Error
TXN-000796,2025-03-06,ACCT-058279,Bank of America,-4.005604,-4.097607,Break,Fraudulent/Unauthorized
TXN-001576,2027-04-25,ACCT-285613,Chase,0.5340246,0.811489,Break,Fraudulent/Unauthorized
TXN-006177,2039-11-29,ACCT-161086,Wells Fargo,-3.951053,-4.069018,Match,
TXN-006267,2040-02-27,ACCT-976285,Wells Fargo,-4.005514,-4.0973945,Break,Bank Error
TXN-002459,2029-09-24,ACCT-670221,Wells Fargo,-4.0054493,-4.097184,Break,Amount Mismatch
TXN-003313,2032-01-26,ACCT-066350,Wells Fargo,-4.004756,-4.0958686,Break,Fraudulent/Unauthorized
TXN-001254,2026-06-07,ACCT-552055,Citibank,230.43112,287.77988,Break,Amount Mismatch
TXN-006835,2041-09-17,ACCT-153458,Chase,0.05734381,5.2494946,Match,
TXN-008795,2047-01-29,ACCT-147475,Citibank,-3.9995387,-4.0902963,Break,Missing in Books
TXN-003838,2033-07-04,ACCT-423370,Citibank,36.352955,49.362366,Match,
TXN-004399,2035-01-16,ACCT-169504,Wells Fargo,-3.9892392,-4.0613775,Break,Duplicate Entry
TXN-003596,2032-11-04,ACCT-769428,HSBC,2697.962,2617.6255,Break,Timing Difference
TXN-006622,2041-02-16,ACCT-790148,Chase,2725.3828,2597.531,Match,
TXN-008383,2045-12-13,ACCT-749866,Citibank,-2.3065424,-2.6508753,Match,
TXN-002125,2028-10-25,ACCT-638079,Chase,-3.9413214,-3.9590757,Break,Amount Mismatch
TXN-003239,2031-11-13,ACCT-495647,Citibank,947.2359,1173.5083,Break,Fraudulent/Unauthorized
TXN-005404,2037-10-17,ACCT-929257,Bank of America,-4.005635,-4.0976353,Match,
TXN-005999,2039-06-04,ACCT-517494,Wells Fargo,-4.005636,-4.097636,Break,Amount Mismatch
TXN-005939,2039-04-05,ACCT-448004,Citibank,-4.005547,-4.097252,Break,Missing in Books
TXN-002046,2028-08-07,ACCT-061515,HSBC,1699.0377,1481.5221,Break,Duplicate Entry
TXN-001579,2027-04-28,ACCT-607876,Citibank,-3.9888508,-4.0291,Break,Amount Mismatch
TXN-000015,2023-01-15,ACCT-856503,Citibank,1.2681221,1.7178224,Break,Duplicate Entry
TXN-002674,2030-04-27,ACCT-089002,Chase,108.11619,116.02992,Match,
TXN-007017,2042-03-18,ACCT-634575,Citibank,17.391628,15.060914,Match,
TXN-008721,2046-11-16,ACCT-018173,HSBC,-4.005467,-4.097417,Break,Bank Error
TXN-008850,2047-03-25,ACCT-223279,Citibank,-4.0056305,-4.0976315,Match,
TXN-004813,2036-03-05,ACCT-816714,Wells Fargo,-4.005636,-4.097636,Match,
TXN-001085,2025-12-20,ACCT-192783,Citibank,-4.0050344,-4.095441,Break,Bank Error
TXN-004984,2036-08-23,ACCT-373659,Citibank,216.27193,562.405,Break,Timing Difference
TXN-007156,2042-08-04,ACCT-976602,Chase,2661.0286,2601.0127,Match,
TXN-002885,2030-11-24,ACCT-859274,HSBC,-4.003703,-4.0946646,Break,Missing in Books
TXN-000334,2023-11-30,ACCT-421386,Chase,4.350706,2.639705,Match,
TXN-007205,2042-09-22,ACCT-528220,HSBC,53.45919,98.775764,Break,Amount Mismatch
TXN-004368,2034-12-16,ACCT-844041,HSBC,-4.005634,-4.0976343,Break,Missing in Bank
TXN-003080,2031-06-07,ACCT-995714,Bank of America,-4.0056276,-4.097615,Break,Missing in Bank
TXN-007204,2042-09-21,ACCT-419994,Wells Fargo,-4.0056357,-4.0976357,Break,Amount Mismatch
TXN-009910,2050-02-17,ACCT-075200,HSBC,-4.004647,-4.0950108,Break,Missing in Bank
TXN-008865,2047-04-09,ACCT-329386,Bank of America,-4.005593,-4.097578,Match,
TXN-000264,2023-09-21,ACCT-283941,HSBC,1367.935,1087.5834,Match,
TXN-004338,2034-11-16,ACCT-739862,Chase,-3.30368,-3.3661628,Break,Amount Mismatch
TXN-008896,2047-05-10,ACCT-205306,Bank of America,-4.005602,-4.0975084,Break,Duplicate Entry
TXN-008448,2046-02-16,ACCT-952830,Citibank,-4.005632,-4.097626,Match,
TXN-005904,2039-03-01,ACCT-918815,Bank of America,-4.0045934,-4.093446,Match,
TXN-001499,2027-02-07,ACCT-468780,Citibank,-3.6785831,-3.3810654,Break,Bank Error
TXN-004191,2034-06-22,ACCT-244723,Bank of America,7.1998215,8.492513,Match,
TXN-007486,2043-06-30,ACCT-051110,Citibank,12.479113,11.926808,Break,Amount Mismatch
TXN-009644,2049-05-27,ACCT-036645,Bank of America,90.21724,79.262474,Match,
TXN-008311,2045-10-02,ACCT-606826,Citibank,-4.005624,-4.0976043,Break,Missing in Books
TXN-007591,2043-10-13,ACCT-720051,Bank of America,-3.8429244,-3.5325873,Break,Missing in Books
TXN-000501,2024-05-15,ACCT-772037,Chase,-4.005636,-4.097636,Break,Timing Difference
TXN-009156,2048-01-25,ACCT-244041,HSBC,2811.8936,2608.5432,Match,
TXN-009415,2048-10-10,ACCT-278216,Bank of America,-4.0029025,-4.0927596,Break,Missing in Books
TXN-003096,2031-06-23,ACCT-677984,Citibank,2094.8232,1956.2391,Match,
TXN-004632,2035-09-06,ACCT-368452,HSBC,16.756119,27.971375,Break,Fraudulent/Unauthorized
TXN-000368,2024-01-03,ACCT-533310,Wells Fargo,3.6187294,14.496943,Break,Bank Error
TXN-004059,2034-02-10,ACCT-478453,Chase,-4.005602,-4.0976157,Match,
TXN-008175,2045-05-19,ACCT-814505,Wells Fargo,-4.0055857,-4.097537,Break,Bank Error
TXN-004631,2035-09-05,ACCT-943726,Bank of America,-2.3786714,-1.2369736,Match,
TXN-006071,2039-08-15,ACCT-222011,HSBC,14.60841,31.844265,Break,Duplicate Entry
TXN-002665,2030-04-18,ACCT-531633,Wells Fargo,-4.004984,-4.095592,Break,Duplicate Entry
TXN-001027,2025-10-23,ACCT-402101,Bank of America,3.5200055,6.338949,Break,Timing Difference
TXN-005909,2039-03-06,ACCT-071885,HSBC,305.48343,527.29895,Break,Fraudulent/Unauthorized
TXN-005051,2036-10-29,ACCT-849289,Bank of America,-2.4316366,-2.8339052,Match,
TXN-006329,2040-04-29,ACCT-836483,Chase,-4.0051208,-4.09531,Match,
TXN-009734,2049-08-25,ACCT-268196,Chase,-3.9981923,-4.089198,Match,
TXN-001692,2027-08-19,ACCT-376850,Citibank,-3.928816,-4.024968,Match,
TXN-000674,2024-11-04,ACCT-643336,Wells Fargo,182.63925,76.562355,Match,
TXN-005573,2038-04-04,ACCT-868594,Bank of America,-3.978386,-4.0595965,Match,
TXN-005767,2038-10-15,ACCT-507052,Wells Fargo,20.453823,35.08538,Break,Duplicate Entry
TXN-005157,2037-02-12,ACCT-424021,Citibank,-2.6326036,-0.79318416,Break,Bank Error
TXN-000734,2025-01-03,ACCT-631448,Citibank,-4.0056357,-4.097636,Match,
TXN-003527,2032-08-27,ACCT-398607,Bank of America,-4.005636,-4.097636,Break,Fraudulent/Unauthorized
TXN-000569,2024-07-22,ACCT-138992,Citibank,-1.2642518,-1.5311984,Break,Timing Difference
TXN-009188,2048-02-26,ACCT-306302,HSBC,1187.6296,1213.0685,Match,
TXN-002923,2031-01-01,ACCT-240750,HSBC,8.216433,5.686224,Break,Duplicate Entry
TXN-007912,2044-08-29,ACCT-405888,Bank of America,-3.8751748,-3.938809,Match,
TXN-001559,2027-04-08,ACCT-288812,Citibank,112.97998,153.35753,Break,Amount Mismatch
TXN-000102,2023-04-12,ACCT-589334,Chase,-1.5164524,-2.4969609,Match,
TXN-003008,2031-03-27,ACCT-178704,HSBC,-4.0053167,-4.0973444,Break,Missing in Bank
TXN-007202,2042-09-19,ACCT-606317,Citibank,49.87155,73.33637,Match,
TXN-000304,2023-10-31,ACCT-103726,Bank of America,-3.9895391,-3.986868,Break,Bank Error
TXN-000077,2023-03-18,ACCT-579085,Citibank,23.657444,26.37816,Match,
TXN-006755,2041-06-29,ACCT-563838,Chase,1832.6112,1505.9592,Match,
TXN-008630,2046-08-17,ACCT-575762,Bank of America,-4.0052915,-4.0970845,Match,
TXN-001209,2026-04-23,ACCT-228529,Chase,2768.7078,2556.722,Match,
TXN-007743,2044-03-13,ACCT-919268,Citibank,2577.841,2648.5562,Match,
TXN-008215,2045-06-28,ACCT-767939,Citibank,-0.08399454,-0.090996884,Match,
TXN-008945,2047-06-28,ACCT-954443,Citibank,42.890606,29.791702,Match,
TXN-008414,2046-01-13,ACCT-052655,Chase,2168.0278,2074.5227,Match,
TXN-001776,2027-11-11,ACCT-221903,Chase,243.86699,745.8942,Break,Duplicate Entry
TXN-003474,2032-07-05,ACCT-508941,HSBC,2653.3875,2475.2205,Match,
TXN-000484,2024-04-28,ACCT-739368,Chase,2811.331,2774.789,Match,
TXN-002190,2028-12-29,ACCT-755262,Bank of America,-4.0047717,-4.094242,Break,Bank Error
TXN-000347,2023-12-13,ACCT-818813,Bank of America,-3.9935222,-4.085103,Break,Duplicate Entry
TXN-005482,2038-01-03,ACCT-351005,Chase,-3.7028382,-3.9019084,Match,
TXN-008362,2045-11-22,ACCT-048952,Chase,-3.8211977,-3.5865462,Match,
TXN-001473,2027-01-12,ACCT-003873,Citibank,71.009,91.91186,Match,
TXN-005101,2036-12-18,ACCT-893906,Chase,1.2254666,-1.5750002,Match,
TXN-006766,2041-07-10,ACCT-230790,Bank of America,-4.0053387,-4.0974913,Match,
TXN-008707,2046-11-02,ACCT-758585,Bank of America,2.1255553,3.2580974,Match,
TXN-004930,2036-06-30,ACCT-104956,HSBC,1290.1294,1399.9899,Break,Timing Difference
TXN-006330,2040-04-30,ACCT-691962,Chase,-3.234979,-3.6834166,Match,
TXN-002610,2030-02-22,ACCT-201291,HSBC,2295.8867,2005.4872,Match,
TXN-000004,2023-01-04,ACCT-447517,Citibank,-4.005632,-4.097632,Break,Bank Error
TXN-002214,2029-01-22,ACCT-996881,Citibank,-4.005636,-4.0976357,Break,Fraudulent/Unauthorized
TXN-004828,2036-03-20,ACCT-487829,Bank of America,-4.005636,-4.097636,Break,Bank Error
TXN-000857,2025-05-06,ACCT-125037,Wells Fargo,-4.0056305,-4.097633,Match,
TXN-006978,2042-02-07,ACCT-239977,Bank of America,-4.005436,-4.0972505,Break,Fraudulent/Unauthorized
TXN-005886,2039-02-11,ACCT-161086,Chase,2064.0862,2409.3442,Break,Amount Mismatch
TXN-000625,2024-09-16,ACCT-929488,Bank of America,-2.7641482,-3.2497575,Match,
TXN-000291,2023-10-18,ACCT-525352,Citibank,-4.005363,-4.096399,Break,Missing in Bank
TXN-002019,2028-07-11,ACCT-819097,Citibank,53.463047,45.591457,Match,
TXN-000669,2024-10-30,ACCT-300621,Citibank,504.3727,1277.202,Match,
TXN-008922,2047-06-05,ACCT-444325,Chase,2316.9875,2070.866,Match,
TXN-008265,2045-08-17,ACCT-633566,Citibank,-4.005636,-4.097636,Match,
TXN-009697,2049-07-19,ACCT-488597,Bank of America,-3.792176,-3.4894419,Break,Missing in Books
TXN-001632,2027-06-20,ACCT-866735,Citibank,-4.0056357,-4.0976357,Match,
TXN-005171,2037-02-26,ACCT-120688,Bank of America,-4.005455,-4.0970325,Break,Duplicate Entry
TXN-007206,2042-09-23,ACCT-237471,Bank of America,45.106037,45.167583,Match,
TXN-002523,2029-11-27,ACCT-731234,Citibank,13.443333,32.583332,Break,Fraudulent/Unauthorized
TXN-002216,2029-01-24,ACCT-006969,Chase,613.90857,615.79236,Match,
TXN-006969,2042-01-29,ACCT-686641,Wells Fargo,-4.005564,-4.0973954,Break,Timing Difference
TXN-006497,2040-10-14,ACCT-468932,Citibank,-3.997578,-4.0854564,Match,
TXN-006214,2040-01-05,ACCT-498120,Chase,71.440575,48.144375,Match,
TXN-007033,2042-04-03,ACCT-354475,HSBC,-3.9981103,-4.0942082,Match,
TXN-007421,2043-04-26,ACCT-215105,Chase,616.53284,563.7181,Match,
TXN-001108,2026-01-12,ACCT-660807,Bank of America,-4.005588,-4.0975213,Match,
TXN-000451,2024-03-26,ACCT-455441,HSBC,4.066762,15.35148,Break,Amount Mismatch
TXN-006290,2040-03-21,ACCT-200572,HSBC,-4.0046835,-4.094982,Break,Missing in Bank
TXN-009967,2050-04-15,ACCT-774999,Bank of America,-4.0048985,-4.0958276,Break,Timing Difference
TXN-000136,2023-05-16,ACCT-825398,Bank of America,-4.005515,-4.0971036,Break,Fraudulent/Unauthorized
TXN-001786,2027-11-21,ACCT-542999,Chase,210.34566,196.32169,Match,
TXN-003405,2032-04-27,ACCT-441429,Citibank,-4.005636,-4.097636,Match,
TXN-002907,2030-12-16,ACCT-248501,Citibank,67.1452,122.06693,Match,
TXN-008305,2045-09-26,ACCT-155942,Chase,416.8661,521.80115,Break,Duplicate Entry
TXN-007493,2043-07-07,ACCT-875426,HSBC,2119.1443,1838.5409,Match,
TXN-006101,2039-09-14,ACCT-579574,Bank of America,-4.002815,-4.095503,Match,
TXN-004505,2035-05-02,ACCT-405947,Citibank,8.895481,48.45556,Break,Bank Error
TXN-005054,2036-11-01,ACCT-181722,Citibank,-3.638318,-3.7845247,Match,
TXN-005206,2037-04-02,ACCT-190735,Chase,-3.9958575,-4.09009,Match,
TXN-004081,2034-03-04,ACCT-183024,Bank of America,1.9344825,13.309068,Break,Fraudulent/Unauthorized
TXN-006919,2041-12-10,ACCT-761750,Wells Fargo,-4.003655,-4.0959835,Match,
TXN-006803,2041-08-16,ACCT-811392,Bank of America,-3.7624373,-3.7841723,Break,Duplicate Entry
TXN-005207,2037-04-03,ACCT-982049,HSBC,8.287083,38.798695,Break,Bank Error
TXN-000533,2024-06-16,ACCT-957055,HSBC,1383.4589,911.7376,Match,
TXN-004831,2036-03-23,ACCT-627138,Bank of America,-3.9149606,-3.822396,Break,Missing in Bank
TXN-004039,2034-01-21,ACCT-189254,Bank of America,-3.9892793,-4.0847616,Match,
TXN-004085,2034-03-08,ACCT-558264,Wells Fargo,127.9454,108.32045,Match,
TXN-003205,2031-10-10,ACCT-864962,Citibank,-4.005636,-4.097636,Match,
TXN-007111,2042-06-20,ACCT-641650,Citibank,980.52203,837.27295,Match,
TXN-000331,2023-11-27,ACCT-207545,Bank of America,-4.0056076,-4.097616,Match,
TXN-004958,2036-07-28,ACCT-180983,Bank of America,1821.8256,1770.0134,Match,
TXN-003034,2031-04-22,ACCT-307803,Citibank,4.5264435,27.12315,Break,Missing in Bank
TXN-007685,2044-01-15,ACCT-014758,Bank of America,-2.990665,-1.7594115,Break,Fraudulent/Unauthorized
TXN-001598,2027-05-17,ACCT-107871,HSBC,-3.8402123,-4.028282,Match,
TXN-009920,2050-02-27,ACCT-409405,Citibank,-3.9869773,-4.081318,Break,Amount Mismatch
TXN-003598,2032-11-06,ACCT-071044,Citibank,165.96912,227.77312,Break,Fraudulent/Unauthorized
TXN-009039,2047-09-30,ACCT-666819,Bank of America,-4.005636,-4.097636,Match,
TXN-008002,2044-11-27,ACCT-709962,Chase,-4.005631,-4.0976324,Match,
TXN-000591,2024-08-13,ACCT-973114,Citibank,-3.942969,-3.8255184,Break,Timing Difference
TXN-000648,2024-10-09,ACCT-479729,Bank of America,-4.0056057,-4.097571,Break,Missing in Books
TXN-009103,2047-12-03,ACCT-283468,Citibank,-3.1210818,-3.6950998,Match,
TXN-008016,2044-12-11,ACCT-844041,Citibank,-3.9818234,-3.9876966,Break,Missing in Books
TXN-003772,2033-04-29,ACCT-547395,HSBC,156.8829,246.94824,Break,Fraudulent/Unauthorized
TXN-009040,2047-10-01,ACCT-365647,Citibank,-3.4684837,-3.0745792,Break,Missing in Books
TXN-005083,2036-11-30,ACCT-852266,Chase,-3.6360903,-3.8221533,Match,
TXN-007883,2044-07-31,ACCT-861459,Citibank,-3.9782171,-3.9350922,Break,Fraudulent/Unauthorized
TXN-009363,2048-08-19,ACCT-994110,Chase,1385.0215,1838.9794,Match,
TXN-004211,2034-07-12,ACCT-974888,Bank of America,-4.0056357,-4.097636,Match,
TXN-008835,2047-03-10,ACCT-495851,Citibank,-4.0056214,-4.097627,Match,
TXN-008700,2046-10-26,ACCT-610734,Citibank,499.81766,533.3376,Match,
TXN-001796,2027-12-01,ACCT-075232,Wells Fargo,-3.8243127,-3.7207613,Break,Missing in Books
TXN-002587,2030-01-30,ACCT-555188,HSBC,-4.0056324,-4.097627,Break,Duplicate Entry
TXN-008356,2045-11-16,ACCT-210455,Wells Fargo,-3.984326,-4.075032,Match,
TXN-002317,2029-05-05,ACCT-590264,Bank of America,-4.005636,-4.097636,Break,Bank Error
TXN-004186,2034-06-17,ACCT-951665,Bank of America,-4.0056353,-4.0976353,Match,
TXN-008828,2047-03-03,ACCT-392151,Chase,-3.9853084,-4.0577965,Break,Fraudulent/Unauthorized
TXN-007073,2042-05-13,ACCT-426023,Chase,-3.9996865,-4.077805,Match,
TXN-005235,2037-05-01,ACCT-823874,Citibank,-3.9987338,-4.04799,Break,Amount Mismatch
TXN-008744,2046-12-09,ACCT-904486,Bank of America,-4.005636,-4.097636,Match,
TXN-008671,2046-09-27,ACCT-551398,Chase,49.30246,99.57323,Break,Missing in Books
TXN-004769,2036-01-21,ACCT-796184,Citibank,-4.005623,-4.097623,Match,
TXN-009973,2050-04-21,ACCT-190084,Chase,199.35748,366.99332,Break,Duplicate Entry
TXN-007145,2042-07-24,ACCT-411638,HSBC,0.14503846,2.2286527,Break,Missing in Books
TXN-002914,2030-12-23,ACCT-284935,Citibank,-4.005517,-4.0975766,Match,
TXN-009872,2050-01-10,ACCT-589783,Bank of America,-4.005636,-4.097636,Match,
TXN-009894,2050-02-01,ACCT-893719,Chase,-4.0056176,-4.0976253,Match,
TXN-002076,2028-09-06,ACCT-008128,Bank of America,-3.9654016,-3.9236827,Break,Duplicate Entry
TXN-004303,2034-10-12,ACCT-557242,HSBC,-3.9830751,-4.088048,Match,
